x,y
0,330828,0,196038
0,402894,0,160412
-0,109417,0,255563
-0,478880,-1,937814
-1,109949,0,834003
1,591007,0,677529
3,424858,0,144572
0,708537,0,124663
1,372715,1,606045
0,653399,-0,618866
-1,398653,0,926856
-1,410376,1,850540
2,032854,-1,084270
-0,095261,-1,178717
-0,602023,-0,815911
-0,560755,0,524709
-0,031550,-1,333035
-1,543057,-1,645755
1,974618,3,111195
1,580443,0,059084
2,777432,-1,132651
1,318522,-1,619436
-0,314707,-0,472972
-1,969388,0,999615
-0,741440,-3,243703
1,803173,-0,893295
1,435443,0,289258
2,957056,1,216738
-0,687145,0,630160
0,700378,0,710314
-1,218603,0,391660
-0,033458,-0,492797
-1,341389,-1,467286
-0,886826,-1,219129
-0,719085,2,155810
-1,866230,1,054208
0,706645,2,351623
-1,259895,0,770474
1,680415,0,601835
-0,159027,-0,081511
0,795857,1,208483
-0,889270,-1,332769
1,976831,2,548618
-0,435896,1,827489
-0,618685,-0,350889
-0,993753,0,847260
-0,008864,0,611668
0,421871,1,825084
-1,539759,1,701446
0,888798,-0,143374
1,124407,0,281916
2,548158,-0,108340
-0,419245,-1,001766
0,025278,3,288092
-0,899966,0,002786
2,067331,-0,709086
-1,642306,0,766904
0,916677,-1,051971
-0,540658,-2,520592
-1,063807,-0,828016
0,491339,1,019017
-0,662731,1,373134
-0,083577,-0,442243
-0,508102,-2,325321
1,664893,3,365550
0,905372,-1,155853
1,039856,2,392219
0,096778,0,821601
1,496215,-1,213420
1,254838,-1,303583
0,250724,2,418268
-1,793135,-1,080553
-0,380808,2,701504
1,131800,-0,215839
-0,317595,0,812288
1,032111,-0,125064
0,100977,1,696538
-0,893108,2,101798
0,917852,1,643174
0,841551,-0,625061
-0,408965,-0,704683
1,815930,2,405626
1,589973,-0,996711
1,827143,-0,948917
1,588050,1,352259
-0,272992,1,815294
1,338989,1,358564
0,231754,2,832313
-0,504706,0,265855
0,418310,-0,268726
-0,425202,-1,519063
2,368659,1,670015
-1,118283,-1,382382
1,757572,1,266813
1,814592,-1,386058
-0,019322,-1,885351
-2,244101,0,492617
-0,653589,0,396806
-1,934010,1,484492
-1,187345,-0,187901
-0,561184,0,235311
-0,852866,2,063534
1,190914,1,498345
1,777804,-1,224937
-0,278679,-1,171095
-1,788996,-0,570918
1,407799,0,046498
2,169044,0,868669
-1,786353,-0,209753
3,259419,0,425794
1,981425,1,205157
1,479878,1,989164
-1,949113,-0,682373
1,323232,-1,082959
2,119227,0,385829
-1,645771,-0,335082
2,670792,-0,654129
0,646419,-1,042929
0,475908,-0,926456
2,860169,-1,839194
0,911980,0,269000
1,489550,-1,912347
-0,603545,0,673612
-0,150266,1,473761
0,769771,0,380689
1,212403,-1,310322
0,225342,2,226817
0,298563,0,803151
1,399493,-2,080161
-1,373669,0,748583
-0,218654,0,722501
-1,327890,2,602802
0,018689,-0,214600
3,249960,0,417056
-1,070530,1,984721
1,841776,-0,004169
-0,107673,0,929881
1,477654,-0,122046
-0,610251,1,547379
-2,885749,1,206865
-0,661627,-1,096163
1,538757,2,894758
0,527566,-1,331825
2,342906,1,854288
0,423198,-0,113306
1,463739,-0,945023
0,853939,3,425322
0,731958,0,993904
0,690154,-0,593333
-0,531261,2,746053
0,797892,-1,968638
0,038988,-3,142081
0,174826,1,862700
-0,621318,2,697171
0,676431,-0,104693
-0,678594,-2,913577
-2,224415,-0,178589
0,433030,0,137289
-1,566194,1,247754
-0,740583,1,767670
0,661025,0,808286
-0,094603,0,988879
3,368438,0,487124
-1,331331,0,811360
1,565790,-0,703952
1,197277,-1,043278
1,948040,0,945582
-0,949006,1,114341
1,982501,-0,974144
1,115905,1,211713
-0,516038,1,142378
2,084148,1,540582
-0,784256,-0,872532
-1,175311,-1,812969
0,040610,-0,761598
0,368988,-0,917342
-1,372195,0,191933
-2,035251,-0,764446
-0,448191,-1,983760
0,734655,1,384599
2,445317,-1,254492
-2,172290,0,646711
1,663010,1,073820
-0,121734,-1,498333
-1,915041,-1,829973
0,375380,0,957946
0,160327,-1,790105
0,122996,0,871831
-0,548341,-1,483701
1,747096,-1,543701
-2,049782,0,339860
0,176619,-1,216192
-0,408835,-0,756060
0,446322,0,197977
-0,646825,-0,460324
3,621552,-0,182123
-1,433811,-2,053565
0,885067,-1,693303
2,112811,2,101973
2,028502,-0,466038
-0,080037,0,893841
2,385537,1,028141
1,335200,-1,365307
-0,823342,0,001055
-0,977485,1,381762
-0,437815,1,528977
2,356915,0,650768
-0,632493,1,853063
-0,136174,0,911518
1,584711,2,577901
1,129456,1,958384
3,766210,2,262796
1,880857,-0,083517
-0,053494,-1,602908
-1,331957,1,288883
1,229741,-0,356323
3,001693,-2,613914
-0,390450,0,148264
0,341827,-0,774609
0,833087,-1,976300
-0,398661,0,565455
-0,206379,-1,040416
-0,962246,0,228894
0,287951,-0,432230
2,753323,0,363891
0,263409,-0,775800
-1,742995,1,876601
0,894660,1,724025
-1,348313,-0,993443
-1,044122,-1,514864
0,569131,-2,378016
-2,007443,-0,408570
1,875263,-1,723209
1,238236,1,428665
-1,660960,-1,025442
1,497436,2,308980
2,247477,0,486561
-0,372538,-0,962621
0,620172,0,979097
1,529156,-0,445314
1,919810,0,655591
-0,813807,0,266511
0,903149,1,920419
-1,938083,-0,521803
1,585937,0,665114
1,171037,1,973375
1,684940,2,632653
0,899275,-2,754503
0,490534,2,439417
2,070380,-0,502853
-1,185011,0,766057
-0,190098,-0,865229
-0,163053,-2,155342
1,621808,1,754132
1,269607,0,157877
0,629641,-0,962161
1,448200,-0,996555
2,288373,-0,454152
0,135197,1,117631
-1,531607,-1,653361
0,088399,0,729448
-0,009525,2,753490
-0,353498,0,653422
-2,665119,0,177849
-0,679403,1,285799
-0,814185,-0,893829
-1,553926,2,237872
-0,206488,-1,416975
-1,018354,1,164079
1,604324,-0,488172
-1,995022,-2,540841
-0,815015,0,124872
1,125500,-0,125585
0,919774,-0,392955
-0,302045,3,403070
-0,344642,0,000138
1,858823,1,186455
-0,262320,0,021568
-1,631984,-0,505562
1,786457,-1,696338
-0,087567,-2,366755
-0,395509,0,891279
-0,672820,-0,756601
0,542270,0,312081
1,065162,-1,087329
-0,919070,-2,862418
1,106616,1,311365
-0,690307,0,640228
0,162222,0,444765
-0,896060,1,541599
0,860013,-0,478959
-0,212037,-0,825435
-0,648567,0,566424
-0,047867,1,210155
1,721228,2,445201
1,635370,-0,732138
-0,030726,0,391301
1,361453,0,782385
-2,522223,2,140087
0,874473,0,925140
1,576694,0,852035
-0,131391,0,072849
0,874474,2,052225
1,867446,-0,313692
2,390774,0,446883
-1,030584,-2,312325
1,969902,0,244426
0,542459,-0,582949
-0,509771,-2,080995
2,377977,0,442023
-0,683581,-2,344381
0,958122,0,143662
0,389702,0,259316
1,094779,1,724378
0,726212,2,662570
0,741701,-0,649358
0,227576,0,322852
1,545532,0,036162
0,537413,-1,843096
-1,785248,-1,238213
0,931583,-0,146716
1,812472,-1,083042
-0,851500,0,453563
-1,572727,0,088042
-1,215551,-2,571918
0,895034,0,344818
1,217711,1,909949
0,955631,0,823949
0,533623,0,596017
-0,750788,2,203434
-0,634702,0,822680
1,563045,-0,106639
0,518704,0,556335
-0,749782,0,658896
2,387675,-0,013058
0,830235,-1,753013
0,457947,0,300695
-0,466971,2,236880
0,128416,2,786605
0,214144,0,899367
-0,041074,-2,503660
-0,619799,0,166802
-0,201536,1,000480
-0,092410,1,132035
1,826876,2,138128
2,800151,-0,783448
0,687660,-1,319023
3,216804,-1,354631
-0,236383,1,127937
2,872368,1,823018
-1,653097,-2,041865
-0,830038,1,107245
2,736151,0,153225
0,244139,-0,832902
0,502920,3,339640
-0,602926,-2,012519
1,172605,2,235241
-1,003726,1,547768
0,992122,0,918479
0,501753,-0,965408
0,698189,0,226705
0,516603,-0,201935
0,859537,2,967279
1,786148,1,628740
-1,438571,-0,087707
-1,097829,-1,195701
1,043938,1,408957
-1,426328,2,619173
2,148447,0,350684
0,020285,2,239047
0,481413,3,578759
-0,405669,-3,026332
2,126794,1,685291
1,939083,0,001299
1,479800,-0,434004
2,246217,-1,043044
-2,023381,2,072907
2,885367,-2,383097
-1,582681,0,379585
-0,841603,0,748973
-1,023286,1,068217
2,170751,-1,739750
0,833529,2,173393
3,565673,-0,544418
0,958040,-0,509738
0,904108,0,393252
1,732718,-0,511302
1,198396,1,152125
-0,957547,-1,178955
-0,018454,2,282513
1,632102,0,646865
1,982455,1,626322
1,517412,0,238832
1,326796,-1,113570
0,166788,-1,565929
-0,376567,0,761427
2,344340,0,423792
-1,613472,-0,342948
0,997969,-1,581665
1,603673,-0,125740
0,165324,-1,003841
3,554848,-1,521607
2,108830,-1,072174
1,303749,0,217619
1,627950,0,917460
-0,148269,0,351936
-1,168612,3,750889
2,031314,-1,027140
2,012688,-0,300187
-1,151338,0,273076
-2,289062,1,645675
-1,336485,0,593242
1,041373,1,826984
1,176799,0,868702
1,559465,-0,816285
-0,286633,-0,351561
0,789280,0,008291
2,699600,-0,593055
3,205056,-0,448703
1,844414,2,076217
1,815259,1,697496
3,513048,0,864211
2,266441,-0,587651
0,537847,0,150065
-0,141064,0,093148
2,123240,0,837805
-1,114490,-0,351574
3,009810,1,175918
1,467321,1,573049
-0,133564,-0,527915
-0,502989,-0,580950
0,478950,1,049590
2,133222,-2,263558
0,367335,-1,281245
-1,172795,1,715823
0,489651,0,529416
-1,270150,-0,144934
-0,106858,3,281193
-0,588357,0,923795
0,544864,0,646164
1,499992,-1,410757
-1,356079,0,762021
0,994758,0,840764
-0,526651,1,518843
-0,843167,-0,209807
0,400303,2,174649
-1,267127,-1,644612
-2,881503,-0,058716
0,585851,-2,889410
-0,819922,0,234640
-0,416803,1,003772
-0,982603,1,405318
1,768330,-0,874934
-0,769037,2,401669
-0,624918,2,316797
-1,859624,-0,732758
1,307658,-0,625353
-0,416185,-1,194900
2,695400,-1,745968
1,934511,-1,908725
1,788850,-1,715639
2,307189,0,631369
-0,718689,2,483760
1,346909,1,384143
0,606275,-2,201466
-0,722937,2,861741
0,246914,-0,577975
-1,175715,1,806773
-1,523780,2,019153
2,434571,1,438951
1,010081,1,527503
-1,475796,-0,564395
-0,243432,-1,900841
1,839715,0,487307
1,478370,1,192371
3,154832,0,060959
2,067804,-1,417102
-2,329340,0,301796
0,030539,0,159913
-0,231095,-0,533234
2,897590,-0,635717
0,718844,0,750675
